NAME	X	Y	Cluster	Individual library (may be several per mouse)	Mouse	Timepoint
MOUSE_CELL_5346	1753.410007962168	4066.299431492206	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5347	1321.977761868753	3985.2375018902585	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5348	3464.535753809391	4167.347548420649	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5349	1184.7283038694623	4199.888203214296	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5350	3707.5807911289485	4317.726950036478	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5351	3337.860012716925	3692.509222909034	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5352	3646.281967624938	4283.296123179953	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5353	1453.1888432314486	3949.790383140886	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5354	2436.691590170592	5249.335699497018	Brush	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5355	3529.5270029418834	4300.964725356095	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5356	3515.044535566709	2113.0090284923017	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5357	3677.4070546272196	1377.8254586919932	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5358	3657.448487014478	1274.9915650632483	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5359	1195.8635066888965	4070.5353514553567	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5360	2684.1085844351137	3939.5010141076327	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5361	2720.6412557686026	3926.050838858244	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5362	3492.964379761807	3887.276164979824	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5363	1217.0264100943577	4013.121955636513	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5364	1193.7406528201823	4159.465514456737	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5365	1735.6958046413881	3711.3016512164554	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5366	3671.314094455757	4160.943217422362	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5367	1172.344349291674	3944.8501580739376	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5368	1140.017140049294	4208.912605125008	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5369	1195.553384379175	4189.302277087676	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5370	2936.819847474838	4008.997001451271	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5371	2756.2556500824367	3417.2019880521734	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5372	3226.41056830506	4149.139757985573	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5373	3750.867210192402	4261.022884423216	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5374	3547.6013690936798	1262.269117008952	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5375	3008.5510474404164	3945.1905250754494	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5376	3777.514532346074	4299.928416518902	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5377	3244.007488478581	2931.1391892893153	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5378	1334.1579977958795	4230.987075751048	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5379	1636.0493762629253	4084.0363598383065	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5380	1118.859890927606	3860.871320778448	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5381	3246.5920162113293	3169.9023632010367	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5382	3560.485202734461	4319.111073903473	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5383	3796.330761475697	4294.333424916449	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5384	1157.71836874736	3972.2565823776904	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5385	1225.2710526882302	4298.104826645455	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5386	1076.814785915958	4110.629747352126	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5387	3454.7809543133294	4308.399852417399	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5388	1226.77847784721	3883.1122649417666	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5389	1707.6615953119058	3914.824753608471	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5390	1100.3416169131356	4172.876841446793	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5391	1069.9066222418974	4054.5117638294414	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5392	3194.1890957596556	4168.021964715873	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5393	3376.649763194192	3685.9878919167154	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5394	1812.6164879933558	4016.315246770271	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5395	3305.118408928551	3574.7563988182073	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5396	1162.5886282010727	4219.610788270482	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5397	1956.6492713831392	3870.280369398488	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5398	2549.7493144693653	3917.947659977215	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5399	3302.824731964688	4077.0289942062354	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5400	3452.9505023911543	1087.355053730836	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5401	3673.5692844540117	4250.26674018133	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5402	1126.2829720579384	4146.427285812507	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5403	2779.578129431671	3869.7040015128923	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5404	3581.2156818263966	4363.967348120339	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5405	3556.69188007481	3891.616741422678	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5406	3246.252194865079	3538.3761329885924	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5407	3000.9369239581006	3868.2437789935257	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5408	3119.1509327030776	4075.1865647108407	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5409	2580.3776518950785	3720.972236519017	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5410	1457.527896006292	3954.343560165462	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5411	1284.2379214182774	4095.674007370886	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5412	3032.417565122917	4024.2149245841515	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5413	3470.8499455993833	4286.341803567859	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5414	3454.2645224925054	4240.185861747051	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5415	1138.8380856059493	4292.0252048354	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5416	1171.9040822502266	4103.107598546518	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5417	3572.8509289219014	4267.059151202604	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5418	3556.118934522329	4277.698484236806	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5419	3666.858980074998	4274.601529766222	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5420	1058.8872591899997	4106.670772044039	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5421	1347.5603617222778	3931.324146543606	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5422	3495.003578397741	4304.122819361172	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5423	3674.135767969854	1391.6530970878064	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5424	1153.3410972931817	3686.012981235907	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5425	1264.893620258989	4181.969563529119	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5426	1966.8367026669594	3786.3983239785207	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5427	1297.5723863146486	3810.9695603632435	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5428	3686.328571572513	4295.705250194617	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5429	3195.743881684953	3486.091198258803	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5430	1324.8596422718588	3750.248037306541	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5431	1202.6074983402905	4256.522116244161	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5432	1257.2691051387405	3365.1622207798137	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5433	2441.208405969826	5176.982549081602	Brush	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5434	3470.4625886200974	4120.686896334264	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5435	3622.8299431886635	1369.3827750532723	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5436	3506.910862779783	3709.214446434177	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5437	2654.6034931573904	4804.924020266293	PNEC	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5438	3632.2093489637177	4234.062367554205	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5439	3743.520570481128	4283.2853725447785	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5440	3711.309902921994	1335.6606039252397	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5441	1714.9112103657549	3801.3969515422623	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5442	1088.639957419066	4000.1595766320534	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5443	3595.4782837297025	4173.723442010452	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5444	3694.028295131904	4252.7825485686835	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5445	1231.9593043110294	4154.864299593122	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5446	1607.2826537793496	2024.9893642168968	Cycling Basal (homeostasis)	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5447	1182.7745854215927	3687.5843107986448	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5448	1899.695700707375	3539.816343290833	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5449	1096.1567587324953	4158.2746682520965	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5450	3395.447424566045	4200.206975125369	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5451	2599.344254415371	3799.882550957861	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5452	3681.1731429771858	1289.7068869914692	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5453	1133.8646266605851	4151.867048076261	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5454	1097.6146611145502	4005.4446966475566	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5455	1672.155223647229	2143.1179792038547	Cycling Basal (homeostasis)	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5456	1346.2689408619663	4051.2919273522944	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5457	3275.6354714870267	3741.615850452867	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5458	1185.722935413501	3603.4882512457434	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5459	1373.937244722399	3292.4137699709618	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5460	3639.3468634067794	4254.755406204318	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5461	3450.337634411935	3676.9581612785782	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5462	3329.77580509483	4074.792089162706	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5463	3291.018830810212	4159.558395135666	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5464	1539.6602934611024	3649.6646075147655	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5465	3275.2000985437962	4047.5285919648877	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5466	3380.062065005947	3808.206782012909	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5467	3747.217406491525	4400.26177618035	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5468	1594.786533148559	3840.726613674863	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5469	3279.3062477298645	4150.833462265671	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5470	1120.4181009382273	3710.553168908613	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5471	3471.7589346692666	4149.950947645913	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5472	3340.4944950695553	3640.8316455399886	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5473	1511.899076317719	4100.2288125097	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5474	1034.7297492268685	4227.919673121043	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5475	1041.1928384077562	4053.1394963896987	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5476	1277.367226921383	3551.5095523969044	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5477	3842.121177724149	4449.95655564284	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5478	3315.7763627816603	2811.1989079770365	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5479	1501.0026587219427	4115.635050972689	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5480	1394.3819427601732	3897.479973498431	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5481	3072.4616256732124	3672.0530904643188	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5482	1240.9180231826927	4215.77479011962	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5483	3205.3525013365957	3786.9060106075144	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5484	2010.583636679867	3663.0867873549337	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5485	3629.2369156789828	1310.563319908666	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5486	1088.4138175020946	4156.74664302241	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5487	1298.1345923529586	4148.701203571828	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5488	3313.3080141534547	4154.743712395203	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5489	3742.509970988611	4115.018970572592	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5490	1845.576538694225	3992.1715776664228	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5491	1104.1810942429754	4086.3667205716397	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5492	1301.2804974085502	4034.7472225909896	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5493	3253.188966714468	4222.068105441326	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5494	3683.1758278949005	4274.8501685044575	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5495	2650.0715713915747	4775.316396499626	PNEC	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5496	1180.32913642111	4285.952289369679	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5497	1462.0828042328835	3429.0854877752818	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5498	3136.3707358327265	3662.517067256551	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5499	3784.0516691496277	4445.610548979996	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5500	3433.9080790934186	3858.5367608216848	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5501	1135.487570579628	3688.1111194316395	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5502	2982.727739223022	3984.8160736105733	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5503	3698.5408742392374	4298.430295621085	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5504	1195.9898348622328	3904.9000290111608	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5505	3678.838384443147	1397.797443945293	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5506	3013.6676750652387	3453.4824220938644	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5507	3127.664537819317	4098.765243404201	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5508	3152.8180721530216	4069.4532548240454	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5509	3818.957834293739	4365.0160254754055	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5510	1227.716402834133	4147.111113986073	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5511	1106.8027932222883	3784.344180527917	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5512	2747.915579613216	3950.953878829685	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5513	1284.7642679445842	4234.354263209034	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5514	1136.4467754184739	3701.6599358403573	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5515	1499.066572222057	4067.8540362381214	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5516	2945.0494557745947	3704.187208808002	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5517	3361.092842375534	3603.352295382038	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5518	3417.2587243826847	1897.4907213091715	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5519	1339.800197388897	3379.2202367136547	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5520	3237.337169609111	3598.8636922440746	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5521	3773.813061289673	4366.052320033582	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5522	3669.260561086896	1377.4952421002608	Ciliated	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5523	1249.3652906039542	4266.743127085952	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5524	1086.791274680349	4236.70033183532	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5525	2919.6865313369126	3947.3897071256965	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5526	2788.548494978552	3649.0617721211565	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5527	2668.8387625672476	3365.4126747032133	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5528	1766.787917572119	3695.136209264481	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5529	1331.590255091739	4137.995077722157	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5530	2980.612556374885	3989.914010695213	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5531	3699.4141155085426	4194.9265492459635	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5532	2773.8648359063814	3903.9645719415043	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5533	3711.9145718246095	4407.78506432321	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5534	3722.9173564754938	4339.339339154092	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5535	1287.0805547981222	3361.043766068863	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5536	3127.13240587356	4119.589785934406	Secretory	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
MOUSE_CELL_5537	1228.015282765931	3614.105117799552	Basal	jul2016_8_uninjured_mouse_id_57	uninjured_mouse_id_57	uninjured
